-----------------------------------------------------------
Server listening on 5201
-----------------------------------------------------------
Accepted connection from 192.168.178.170, port 52294
[  6] local 192.168.178.117 port 5201 connected to 192.168.178.170 port 56875
[ ID] Interval           Transfer     Bandwidth       Jitter    Lost/Total Datagrams
iperf3: OUT OF ORDER - incoming packet = 103442 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103443 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103444 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103445 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103446 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103447 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103448 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103449 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103450 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103451 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103452 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103453 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103454 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103455 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103456 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103457 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103458 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103459 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103460 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103461 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103462 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103463 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103464 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103465 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103466 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103467 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103468 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103469 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103470 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103471 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103472 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103473 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103474 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103475 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103476 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103477 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103478 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103479 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103480 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103481 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103482 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103483 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103484 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103485 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103486 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103487 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103488 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103489 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103490 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103491 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103492 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103493 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103494 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103495 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103496 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103497 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103498 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103499 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103500 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103501 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103502 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103503 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103504 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103505 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103506 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103507 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103508 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103509 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103510 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103511 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103512 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103513 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103514 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103515 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103516 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103517 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103518 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103519 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103520 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103521 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103522 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103523 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103524 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103525 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103526 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103527 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103528 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103529 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103530 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103531 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103532 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103533 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103534 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103535 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103536 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103537 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103538 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103539 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103540 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103541 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103542 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103543 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103544 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103545 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103546 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103547 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103548 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103549 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103550 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103551 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103552 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103553 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103554 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103555 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103556 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103557 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103558 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103559 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103560 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103561 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103562 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103563 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103564 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103565 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103566 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103567 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103568 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103569 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103570 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103571 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103572 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103573 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103574 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103575 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103576 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103577 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103578 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103579 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103580 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103581 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103582 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103583 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103584 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103585 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103586 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103587 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103588 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103589 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103590 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103591 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103592 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103593 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103594 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103595 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103596 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103597 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103598 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103599 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103600 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103601 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103602 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103603 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103604 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103605 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103606 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103607 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103608 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103609 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103610 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103611 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103612 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103613 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103614 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103615 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103616 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103617 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103618 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103619 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103620 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103621 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103622 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103623 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103624 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103625 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103626 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103627 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103628 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103629 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103630 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103631 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103632 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103633 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103634 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103635 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103636 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103637 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103638 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103639 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103640 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103641 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103642 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103643 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103644 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103645 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103646 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103647 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103648 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103649 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103650 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103651 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103652 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103653 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103654 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103655 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103656 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103657 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103658 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103659 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103660 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103661 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103662 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103663 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103664 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103665 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103666 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103667 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103668 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103669 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103670 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103671 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103672 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103673 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103674 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103675 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103676 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103677 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103678 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103679 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103680 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103681 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103682 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103683 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103684 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103685 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103686 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103687 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103688 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103689 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103690 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103691 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103692 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103693 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103694 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103695 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103696 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103697 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103698 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103699 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103700 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103701 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103702 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103703 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103704 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103705 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103706 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103707 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103708 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103709 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103710 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103711 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103712 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103713 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103714 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103715 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103716 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103717 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103718 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103719 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103720 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103721 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103722 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103723 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103724 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103725 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103726 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103727 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103728 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103729 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103730 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103731 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103732 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103733 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103734 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103735 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103736 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103737 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103738 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103739 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103740 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103741 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103742 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103743 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103744 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103745 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103746 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103747 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103748 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103749 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103750 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103751 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103752 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103753 and received packet = 103939 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 103754 and received packet = 103939 AND SP = 6
[  6] 151.00-152.00 sec   673 KBytes  5.52 Mbits/sec  127.559 ms  0/110 (0%)  
[  6] 152.00-153.01 sec   743 KBytes  6.05 Mbits/sec  1.171 ms  1/522 (0.19%)  
[  6] 153.01-154.00 sec   508 KBytes  4.17 Mbits/sec  1.380 ms  1/357 (0.28%)  
[  6] 154.00-155.01 sec   409 KBytes  3.34 Mbits/sec  2.069 ms  2/289 (0.69%)  
[  6] 155.01-156.01 sec   710 KBytes  5.82 Mbits/sec  2.043 ms  2/500 (0.4%)  
[  6] 156.01-157.00 sec   197 KBytes  1.62 Mbits/sec  3.598 ms  0/138 (0%)  
[  6] 157.00-158.00 sec   291 KBytes  2.38 Mbits/sec  13.112 ms  2/206 (0.97%)  
[  6] 158.00-159.00 sec   366 KBytes  3.01 Mbits/sec  2.731 ms  1/258 (0.39%)  
[  6] 159.00-160.00 sec   419 KBytes  3.43 Mbits/sec  2.286 ms  0/294 (0%)  
[  6] 160.00-161.00 sec   391 KBytes  3.20 Mbits/sec  118.726 ms  1/275 (0.36%)  
[  6] 161.00-162.00 sec   465 KBytes  3.80 Mbits/sec  3.642 ms  0/326 (0%)  
iperf3: OUT OF ORDER - incoming packet = 107776 and received packet = 108297 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 107777 and received packet = 108297 AND SP = 6
iperf3: OUT OF ORDER - incoming packet = 107778 and received packet = 108297 AND SP = 6
